"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","case_type_ID","case_type","decision_type_ID","decision_type","count_decisions"
3335,2006,2,"Agriculture and Rural Development","AGRI",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
3336,2006,2,"Agriculture and Rural Development","AGRI",2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3337,2006,2,"Agriculture and Rural Development","AGRI",2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3338,2006,2,"Agriculture and Rural Development","AGRI",2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3339,2006,2,"Agriculture and Rural Development","AGRI",2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3340,2006,2,"Agriculture and Rural Development","AGRI",2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3341,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
3342,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
3343,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",11
3344,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
3345,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3346,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3347,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
3348,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3349,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3350,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
3351,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
3352,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3353,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3354,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3355,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
3356,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3357,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3358,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3359,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3360,2006,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3361,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",21
3362,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
3363,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",19
3364,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
3365,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3366,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3367,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
3368,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3369,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3370,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
3371,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
3372,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3373,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3374,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3375,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
3376,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3377,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3378,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3379,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3380,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3381,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
3382,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
3383,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
3384,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
3385,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3386,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3387,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
3388,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3389,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3390,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
3391,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
3392,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3393,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3394,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3395,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
3396,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3397,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3398,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3399,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3400,2006,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3401,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
3402,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
3403,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
3404,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
3405,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3406,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3407,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
3408,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3409,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3410,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
3411,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
3412,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3413,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3414,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3415,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
3416,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3417,2006,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
